customer_id,signup_date,region,age,income_band
1672,2023-07-26,East,50,Mid
1673,2023-04-08,West,32,Mid
1674,2023-10-04,South,56,Mid
1675,2023-09-19,West,35,Low
1676,2023-12-25,East,23,Low
1677,2023-02-24,East,22,Low
1678,2023-06-03,West,36,High
1679,2023-12-04,East,37,Mid
1680,2023-07-07,West,52,Low
1681,2023-12-11,East,40,Mid
1682,2023-01-05,North,25,Mid
1683,2023-01-13,East,28,High
1684,2023-10-18,South,44,High
1685,2023-05-11,West,33,Mid
1686,2023-07-09,West,49,Mid
1687,2023-06-06,North,61,Low
1688,2023-05-29,North,34,Low
1689,2023-12-09,North,43,Mid
1690,2023-02-04,South,57,Mid
1691,2023-10-09,North,27,Low
1692,2023-11-21,East,42,Mid
1693,2023-08-28,East,32,Low
1694,2023-05-25,West,47,Low
1695,2023-02-28,South,52,Low
1696,2023-09-07,East,24,Mid
1697,2023-06-21,North,26,Mid
1698,2023-02-24,West,19,Mid
1699,2023-05-12,North,18,Mid
1700,2023-12-17,North,20,Mid
1701,2023-04-07,North,51,Low
1702,2023-03-07,West,60,Mid
1703,2023-09-06,North,37,Low
1704,2023-03-14,East,59,Mid
1705,2023-12-02,East,52,Low
1706,2023-11-10,West,55,Mid
1707,2023-12-25,North,52,Mid
1708,2023-11-30,North,27,Low
1709,2023-03-30,South,42,Mid
1710,2023-03-19,North,42,Mid
1711,2023-05-06,East,48,Mid
1712,2023-06-21,South,55,Low
1713,2023-11-18,South,23,Low
1714,2023-09-25,North,49,Low
1715,2023-08-24,East,57,Mid
1716,2023-11-17,North,23,High
1717,2023-08-24,East,37,Low
1718,2023-05-19,North,60,Mid
1719,2023-05-31,West,19,Mid
1720,2023-07-08,East,25,High
1721,2023-02-02,North,55,Low
1722,2023-09-28,North,26,Mid
1723,2023-08-27,South,50,Mid
1724,2023-09-24,North,60,Low
1725,2023-07-14,North,41,Low
1726,2023-10-13,West,40,Low
1727,2023-12-13,East,38,Mid
1728,2023-07-28,North,35,Mid
1729,2023-06-12,East,35,Mid
1730,2023-02-08,South,44,Low
1731,2023-10-12,West,60,High
1732,2023-11-26,North,64,Low
1733,2023-09-13,East,58,High
1734,2023-11-12,West,23,Low
1735,2023-11-11,North,32,Mid
1736,2023-10-19,North,53,High
1737,2023-07-03,South,43,Mid
1738,2023-02-06,West,33,Mid
1739,2023-01-02,East,32,Low
1740,2023-03-16,East,23,Mid
1741,2023-06-07,West,33,Mid
1742,2023-09-29,West,37,Mid
1743,2023-06-16,South,37,High
1744,2023-01-09,East,43,Low
1745,2023-03-18,East,30,Mid
1746,2023-12-24,South,27,High
1747,2023-12-27,West,59,Low
1748,2023-05-18,North,37,Low
1749,2023-10-21,North,29,Low
1750,2023-09-20,West,47,Mid
1751,2023-12-06,South,43,High
1752,2023-11-20,North,45,Low
1753,2023-08-18,North,28,Mid
1754,2023-05-25,East,51,Mid
1755,2023-08-17,West,27,Mid
1756,2023-04-27,North,57,Mid
1757,2023-05-08,North,37,High
1758,2023-08-11,South,37,Low
1759,2023-07-28,West,36,Low
1760,2023-08-01,South,37,Mid
1761,2023-05-21,West,49,Mid
1762,2023-05-30,West,41,Mid
1763,2023-01-04,South,23,Low
1764,2023-08-08,West,44,Low
1765,2023-07-30,East,30,High
1766,2023-12-08,East,23,Low
1767,2023-07-04,South,57,Mid
1768,2023-06-20,West,32,Mid
1769,2023-01-25,West,45,Low
1770,2023-03-13,West,26,Low
1771,2023-05-04,West,33,Low
1772,2023-05-18,South,36,Mid
1773,2023-05-13,West,24,Low
1774,2023-05-24,West,63,Mid
1775,2023-10-08,North,32,Low
1776,2023-02-17,North,45,Low
1777,2023-05-02,South,44,Low
1778,2023-03-01,West,38,Low
1779,2023-04-23,South,45,Low
1780,2023-09-07,East,44,High
1781,2023-01-18,North,21,Low
1782,2023-05-04,South,49,Mid
1783,2023-01-09,East,23,Mid
1784,2023-12-15,North,38,Mid
1785,2023-09-23,West,35,Mid
1786,2023-03-30,North,39,Low
1787,2023-03-14,West,21,Mid
1788,2023-02-06,North,50,Low
1789,2023-06-22,West,37,Mid
1790,2023-10-03,East,20,Low
1791,2023-08-02,North,18,Mid
1792,2023-11-18,North,43,Mid
1793,2023-05-06,North,49,Mid
1794,2023-04-12,East,43,Low
1795,2023-06-24,West,51,Mid
1796,2023-03-15,South,53,Mid
1797,2023-12-23,South,58,Mid
1798,2023-03-09,East,64,Low
1799,2023-06-24,East,59,Low
1800,2023-07-10,East,55,Low
1801,2023-01-21,South,38,Mid
1802,2023-06-20,East,41,Mid
1803,2023-06-15,West,46,Mid
1804,2023-04-05,South,25,Mid
1805,2023-02-16,North,49,Mid
1806,2023-01-17,North,45,Mid
1807,2023-01-04,East,42,Mid
1808,2023-06-25,South,57,Mid
1809,2023-02-02,West,50,Low
1810,2023-12-17,East,61,Mid
1811,2023-03-31,East,63,High
1812,2023-08-27,West,56,Mid
1813,2023-09-03,South,32,High
1814,2023-06-30,West,26,High
1815,2023-11-19,North,32,Mid
1816,2023-02-10,East,51,Mid
1817,2023-03-27,West,58,Mid
1818,2023-04-03,West,59,Low
1819,2023-02-19,West,50,Low
1820,2023-04-18,South,50,Mid
1821,2023-04-25,West,62,Mid
1822,2023-10-07,East,50,Low
1823,2023-04-21,East,24,Mid
1824,2023-11-16,North,41,Mid
1825,2023-10-10,North,34,Mid
1826,2023-11-26,East,47,Low
1827,2023-02-08,North,47,Mid
1828,2023-12-26,East,31,Low
1829,2023-08-13,West,32,Low
1830,2023-12-25,West,22,Low
1831,2023-05-10,North,31,Low
1832,2023-12-14,West,56,Low
1833,2023-08-03,North,48,Mid
1834,2023-01-27,South,62,Mid
1835,2023-05-30,West,61,Low
1836,2023-02-20,North,58,High
1837,2023-12-10,North,26,Mid
1838,2023-04-22,North,33,High
1839,2023-03-23,East,20,Mid
1840,2023-07-21,West,22,Low
1841,2023-06-05,North,28,High
1842,2023-02-05,North,31,High
1843,2023-10-26,East,18,Mid
1844,2023-11-05,North,57,Mid
1845,2023-09-29,East,42,Mid
1846,2023-08-14,West,48,Mid
1847,2023-05-27,West,48,Mid
1848,2023-07-17,West,63,Mid
1849,2023-07-10,East,24,Low
1850,2023-03-02,West,34,Low
1851,2023-01-30,North,32,Low
1852,2023-04-03,North,43,Low
1853,2023-06-15,East,42,Low
1854,2023-02-28,North,55,High
1855,2023-02-08,West,44,Low
1856,2023-11-07,East,28,Low
1857,2023-05-17,West,44,Low
1858,2023-08-02,South,63,Mid
1859,2023-07-11,South,45,Mid
1860,2023-09-26,East,45,Mid
1861,2023-09-28,North,26,High
1862,2023-04-19,East,18,High
1863,2023-11-06,East,27,Mid
1864,2023-05-16,West,19,Mid
1865,2023-11-01,East,39,Low
1866,2023-05-28,North,59,Mid
1867,2023-02-10,South,38,Low
1868,2023-10-05,East,48,Mid
1869,2023-01-12,North,58,Low
1870,2023-10-09,South,53,Low
1871,2023-01-16,South,48,Low
1872,2023-03-17,North,54,Mid
1873,2023-08-09,East,31,Mid
1874,2023-12-10,North,37,Low
1875,2023-05-30,East,36,Mid
1876,2023-02-14,North,55,Low
1877,2023-03-27,East,37,Mid
1878,2023-11-24,North,62,Low
1879,2023-09-23,West,26,Low
1880,2023-02-06,North,26,Mid
1881,2023-05-21,East,51,Mid
1882,2023-04-07,South,53,Mid
1883,2023-03-06,North,49,Mid
1884,2023-11-05,South,32,High
1885,2023-08-14,West,18,Low
1886,2023-03-07,West,33,Low
1887,2023-08-26,South,39,High
1888,2023-05-31,North,37,Low
1889,2023-01-23,East,61,Mid
1890,2023-06-14,East,58,Low
1891,2023-03-09,North,54,Mid
1892,2023-03-31,West,19,Low
1893,2023-11-17,East,23,Mid
1894,2023-09-17,East,38,Mid
1895,2023-02-18,South,47,Low
1896,2023-11-07,South,49,Low
1897,2023-07-29,North,31,Low
1898,2023-11-16,West,23,Low
1899,2023-09-30,North,33,Low
1900,2023-05-04,West,55,High
1901,2023-07-15,West,64,Low
1902,2023-07-13,East,62,Mid
1903,2023-09-20,North,45,Mid
1904,2023-04-01,South,22,Low
1905,2023-05-02,South,63,Low
1906,2023-03-31,East,25,Mid
1907,2023-04-19,West,30,Mid
1908,2023-02-28,South,63,Mid
1909,2023-01-14,West,41,Mid
1910,2023-12-10,North,27,Mid
1911,2023-01-28,South,41,High
1912,2023-11-21,North,21,High
1913,2023-01-02,East,32,High
1914,2023-10-11,North,62,Low
1915,2023-04-30,South,32,High
1916,2023-07-08,West,59,Mid
1917,2023-04-14,East,43,Mid
1918,2023-06-29,North,48,Mid
1919,2023-06-14,North,51,High
1920,2023-07-13,East,43,Mid
1921,2023-05-24,South,19,Mid
1922,2023-07-15,North,61,Mid
1923,2023-10-29,East,40,Mid
1924,2023-06-08,North,48,Mid
1925,2023-05-12,East,44,Low
1926,2023-02-18,South,48,Low
1927,2023-05-12,North,34,Low
1928,2023-02-15,North,57,Mid
1929,2023-03-08,North,28,Mid
1930,2023-12-14,North,48,Mid
1931,2023-02-02,South,45,Mid
1932,2023-06-25,West,41,Mid
1933,2023-11-01,West,19,Low
1934,2023-12-14,South,36,Mid
1935,2023-02-23,East,20,High
1936,2023-03-01,East,41,Mid
1937,2023-05-16,West,50,High
1938,2023-07-22,North,42,High
1939,2023-12-17,South,53,Low
1940,2023-03-17,South,34,Mid
1941,2023-03-02,North,32,Mid
1942,2023-04-03,South,39,Mid
1943,2023-11-16,West,28,Low
1944,2023-01-11,West,55,Low
1945,2023-05-19,North,56,Low
1946,2023-02-13,South,37,Mid
1947,2023-02-27,South,55,Low
1948,2023-12-01,South,19,Mid
1949,2023-01-01,East,25,Mid
1950,2023-04-28,North,31,Mid
1951,2023-12-01,West,36,High
1952,2023-08-10,West,28,Mid
1953,2023-01-27,East,42,Low
1954,2023-06-19,East,55,High
1955,2023-12-21,East,39,Mid
1956,2023-05-27,South,39,Mid
1957,2023-07-12,North,20,Mid
1958,2023-07-14,East,31,Low
1959,2023-08-30,North,55,Mid
1960,2023-03-10,West,56,Low
1961,2023-11-03,South,22,Mid
1962,2023-12-27,South,18,Low
1963,2023-02-22,South,57,Mid
1964,2023-10-26,West,26,Low
1965,2023-10-26,North,45,Low
1966,2023-09-28,North,56,Low
1967,2023-05-16,North,55,Mid
1968,2023-06-21,East,43,Low
1969,2023-11-03,West,35,Mid
1970,2023-02-25,North,54,Low
1971,2023-10-30,West,50,Mid
1972,2023-12-03,South,57,Low
1973,2023-09-06,East,42,High
1974,2023-05-05,North,62,Low
1975,2023-07-24,South,54,Low
1976,2023-01-19,East,20,Low
1977,2023-12-07,East,31,Low
1978,2023-05-05,North,55,Mid
1979,2023-01-21,West,23,Low
1980,2023-10-17,West,51,High
1981,2023-08-29,South,34,Mid
1982,2023-08-16,East,27,Low
1983,2023-01-20,West,43,Mid
1984,2023-10-02,North,61,Low
1985,2023-08-21,West,60,Low
1986,2023-10-17,South,36,Low
1987,2023-10-29,West,18,Low
1988,2023-03-19,North,59,Low
1989,2023-03-18,South,60,High
1990,2023-12-04,East,46,Mid
1991,2023-07-13,East,47,High
1992,2023-06-09,West,42,Low
1993,2023-04-15,West,18,High
1994,2023-08-22,North,25,Low
1995,2023-10-03,South,24,Low
1996,2023-01-01,South,60,Mid
1997,2023-07-21,South,20,Low
1998,2023-12-29,South,44,Mid
1999,2023-04-13,West,35,Mid
2000,2023-04-13,West,18,Mid
2001,2023-11-17,North,61,Mid
2002,2023-01-23,South,18,Low
2003,2023-05-26,East,58,Low
2004,2023-06-17,South,54,High
2005,2023-10-19,North,55,Low
2006,2023-02-17,South,25,Low
2007,2023-06-08,South,59,Low
2008,2023-02-25,North,46,High
2009,2023-10-15,West,36,Mid
2010,2023-08-19,South,50,Mid
2011,2023-07-01,East,34,High
2012,2023-05-24,East,31,Low
2013,2023-02-25,West,31,High
2014,2023-12-03,North,44,Low
2015,2023-08-25,North,46,Low
2016,2023-04-27,South,29,Low
2017,2023-06-01,South,29,High
2018,2023-09-23,South,62,High
2019,2023-09-20,West,42,Mid
2020,2023-06-18,North,58,Low
2021,2023-04-21,North,33,Low
2022,2023-08-29,South,31,Mid
2023,2023-08-29,West,31,Low
2024,2023-08-07,West,42,Low
2025,2023-01-27,East,54,Mid
2026,2023-06-22,East,41,Mid
2027,2023-08-13,East,31,High
2028,2023-12-13,East,63,Mid
2029,2023-07-11,North,44,Low
2030,2023-05-06,East,36,Mid
2031,2023-07-22,West,18,Low
2032,2023-03-06,South,44,Mid
2033,2023-02-03,East,47,Mid
2034,2023-09-05,South,61,Low
2035,2023-12-26,East,28,Low
2036,2023-11-05,North,25,High
2037,2023-08-02,East,64,Mid
2038,2023-01-15,West,43,Mid
2039,2023-12-27,North,19,Mid
2040,2023-06-14,South,22,Mid
2041,2023-04-16,North,40,Low
2042,2023-11-22,North,47,Mid
2043,2023-09-30,West,29,High
2044,2023-10-01,South,35,Low
2045,2023-04-12,South,52,Low
2046,2023-12-29,South,63,Mid
2047,2023-06-15,West,41,Mid
2048,2023-07-13,South,37,Low
2049,2023-10-02,East,34,Mid
2050,2023-08-29,South,24,Mid
2051,2023-03-04,North,20,Mid
2052,2023-04-21,East,57,Low
2053,2023-05-12,North,19,Low
2054,2023-12-12,East,56,Mid
2055,2023-09-18,South,29,High
2056,2023-05-14,East,50,Mid
2057,2023-09-26,West,62,Low
2058,2023-09-27,East,53,High
2059,2023-05-24,North,52,Low
2060,2023-05-28,East,30,Mid
2061,2023-11-23,West,46,Low
2062,2023-07-25,North,48,Mid
2063,2023-02-24,South,37,Mid
2064,2023-09-20,West,19,Mid
2065,2023-08-04,North,60,Low
2066,2023-07-05,East,27,Mid
2067,2023-09-22,West,63,Low
2068,2023-11-28,North,61,High
2069,2023-05-01,East,18,Low
2070,2023-06-03,East,52,Mid
2071,2023-03-11,South,47,Mid
2072,2023-08-25,West,28,Low
2073,2023-05-27,North,56,Low
2074,2023-05-05,South,23,Low
2075,2023-09-12,West,29,Mid
2076,2023-05-29,North,62,High
2077,2023-06-19,West,52,Mid
2078,2023-06-10,North,23,High
2079,2023-04-05,South,24,Low
2080,2023-02-15,North,30,Low
2081,2023-10-29,East,21,High
2082,2023-02-03,West,26,High
2083,2023-04-29,West,44,Low
2084,2023-09-01,West,18,Mid
2085,2023-02-17,East,31,High
2086,2023-08-28,West,32,Mid
2087,2023-09-25,East,63,Mid
2088,2023-08-30,West,63,Low
2089,2023-04-22,East,57,Low
2090,2023-01-08,West,34,Mid
2091,2023-11-20,North,42,Mid
2092,2023-04-30,South,41,Low
2093,2023-10-21,East,58,Low
2094,2023-03-14,North,53,Low
2095,2023-03-01,North,60,Mid
2096,2023-10-12,West,43,Low
2097,2023-12-10,South,61,Low
2098,2023-11-11,North,52,Low
2099,2023-10-02,South,52,High
2100,2023-04-01,South,49,Mid
2101,2023-11-30,East,33,Low
2102,2023-09-01,West,46,Mid
2103,2023-03-04,West,34,Mid
2104,2023-02-17,East,48,Mid
2105,2023-11-14,East,29,Mid
2106,2023-04-11,South,55,Mid
2107,2023-10-07,West,44,Mid
2108,2023-02-20,North,51,Low
2109,2023-04-13,North,28,Low
2110,2023-04-14,West,55,Low
2111,2023-04-13,West,55,Mid
2112,2023-09-04,South,24,Mid
2113,2023-11-30,East,34,Mid
2114,2023-11-29,South,49,Low
2115,2023-09-28,South,59,Mid
2116,2023-03-15,South,52,Low
2117,2023-12-17,North,40,Low
2118,2023-07-17,East,32,Mid
2119,2023-07-19,South,60,Low
2120,2023-09-14,East,59,Low
2121,2023-10-08,North,60,Low
2122,2023-12-14,West,32,Mid
2123,2023-08-01,East,38,Low
2124,2023-08-11,West,29,High
2125,2023-09-30,North,62,High
2126,2023-04-04,East,58,Mid
2127,2023-04-23,West,26,Low
2128,2023-08-17,South,29,Mid
2129,2023-01-24,North,43,Low
2130,2023-04-27,South,37,High
2131,2023-09-20,South,39,Mid
2132,2023-12-23,South,35,Low
2133,2023-07-09,South,49,Low
2134,2023-05-26,South,60,Mid
2135,2023-06-10,East,61,High
2136,2023-09-08,North,39,Mid
2137,2023-07-18,South,56,Mid
2138,2023-01-09,East,50,Mid
2139,2023-07-16,North,27,Mid
2140,2023-05-27,North,55,Mid
2141,2023-09-13,North,34,Low
2142,2023-11-16,North,47,Mid
2143,2023-12-18,South,51,High
2144,2023-08-11,North,62,Low
2145,2023-05-13,South,62,Low
2146,2023-06-12,West,55,Low
2147,2023-03-06,West,41,Mid
2148,2023-12-08,North,36,Mid
2149,2023-11-06,South,38,Low
2150,2023-11-08,South,62,Mid
2151,2023-04-30,West,27,Low
2152,2023-04-28,West,42,High
2153,2023-11-09,North,49,Mid
2154,2023-07-18,North,19,Mid
2155,2023-09-15,South,47,Mid
2156,2023-06-28,West,30,Low
2157,2023-06-11,West,31,Mid
2158,2023-08-19,North,47,Mid
2159,2023-10-24,East,18,Low
2160,2023-05-02,North,25,High
2161,2023-10-23,East,39,Low
2162,2023-03-31,West,45,Mid
2163,2023-05-28,South,23,Low
2164,2023-11-30,North,34,Mid
2165,2023-12-15,East,32,Low
2166,2023-12-04,South,43,Low
2167,2023-04-26,West,32,Mid
2168,2023-11-04,South,18,High
2169,2023-12-08,West,42,Low
2170,2023-12-24,South,57,Mid
2171,2023-01-08,North,45,Mid
2172,2023-09-29,South,35,Mid
2173,2023-12-30,North,40,Low
2174,2023-10-07,South,24,Mid
2175,2023-03-27,East,29,High
2176,2023-10-06,North,38,Low
2177,2023-02-08,North,45,Mid
2178,2023-06-25,North,40,High
2179,2023-08-17,North,63,Low
2180,2023-06-16,West,47,Low
2181,2023-09-13,West,19,Low
2182,2023-03-29,North,42,Mid
2183,2023-08-10,West,45,High
2184,2023-08-24,East,20,Mid
2185,2023-08-20,West,36,Mid
2186,2023-04-16,South,58,Low
2187,2023-04-22,South,34,Low
2188,2023-04-05,South,39,Low
2189,2023-06-18,West,28,Low
2190,2023-08-02,East,21,Low
2191,2023-05-13,South,32,Mid
2192,2023-05-30,North,54,Low
2193,2023-04-15,East,64,Low
2194,2023-03-21,West,49,Low
2195,2023-08-28,South,57,Low
2196,2023-10-25,East,48,Low
2197,2023-04-17,South,48,Low
2198,2023-11-11,South,38,Low
2199,2023-07-28,East,20,Mid
2200,2023-03-03,West,37,Mid
2201,2023-05-14,West,58,High
2202,2023-01-03,South,43,Mid
2203,2023-01-15,South,53,Mid
2204,2023-05-03,South,20,High
2205,2023-06-15,North,27,Mid
2206,2023-10-19,South,32,Mid
2207,2023-02-19,North,34,Mid
2208,2023-11-03,South,64,Low
2209,2023-03-27,North,39,Low
2210,2023-02-20,South,49,Low
2211,2023-09-13,West,48,Mid
2212,2023-10-10,North,37,Low
2213,2023-08-09,East,63,Mid
2214,2023-02-12,West,28,High
2215,2023-02-12,East,19,Mid
2216,2023-05-23,North,53,Low
2217,2023-06-14,South,48,Mid
2218,2023-12-31,East,30,Low
2219,2023-04-15,East,58,High
2220,2023-03-12,North,25,Mid
2221,2023-12-12,South,29,Mid
2222,2023-02-26,East,25,Mid
2223,2023-01-10,South,26,Mid
2224,2023-06-04,East,52,Mid
2225,2023-05-27,North,51,Low
2226,2023-08-15,South,48,Low
2227,2023-11-17,West,58,Low
2228,2023-12-07,South,21,Mid
2229,2023-04-16,East,47,High
2230,2023-12-24,South,23,Mid
2231,2023-08-19,South,62,Mid
2232,2023-01-26,West,47,High
2233,2023-12-09,South,53,Low
2234,2023-02-20,North,44,Low
2235,2023-08-03,West,36,High
2236,2023-10-16,East,50,High
2237,2023-04-02,East,57,Mid
2238,2023-04-09,North,26,Low
2239,2023-06-23,North,58,High
2240,2023-11-19,East,52,Mid
2241,2023-03-23,North,22,Mid
2242,2023-08-31,North,61,Low
2243,2023-06-15,West,26,Mid
2244,2023-02-10,South,46,Mid
2245,2023-09-17,North,24,High
2246,2023-10-31,North,27,Mid
2247,2023-07-30,South,48,Mid
2248,2023-03-06,East,49,Mid
2249,2023-02-26,West,50,Mid
2250,2023-06-04,North,34,Mid
2251,2023-07-04,North,56,Low
2252,2023-07-21,East,20,Low
2253,2023-03-30,South,58,Mid
2254,2023-07-02,South,32,Low
2255,2023-04-18,West,47,Low
2256,2023-09-08,East,60,High
2257,2023-10-18,South,30,Mid
2258,2023-08-27,West,37,Low
2259,2023-01-01,North,56,Low
2260,2023-12-29,West,58,Mid
2261,2023-01-09,East,29,Mid
2262,2023-12-31,East,41,Mid
2263,2023-01-12,West,33,Mid
2264,2023-07-08,East,42,Low
2265,2023-02-08,South,35,Mid
2266,2023-02-04,South,18,Low
2267,2023-09-07,East,61,Mid
2268,2023-09-23,East,47,Low
2269,2023-02-13,North,39,Low
2270,2023-12-23,East,23,Low
2271,2023-04-27,East,21,High
2272,2023-04-27,South,40,Low
2273,2023-04-19,North,48,Low
2274,2023-06-18,South,30,Low
2275,2023-03-06,North,52,Mid
2276,2023-06-05,North,36,Mid
2277,2023-03-18,South,18,High
2278,2023-01-19,North,43,Mid
2279,2023-05-15,South,26,Mid
2280,2023-09-03,East,18,Mid
2281,2023-10-06,South,24,Low
2282,2023-05-09,West,31,High
2283,2023-04-29,West,42,High
2284,2023-10-15,East,64,Low
2285,2023-09-06,West,28,Mid
2286,2023-10-31,West,20,Low
2287,2023-11-27,South,26,Mid
2288,2023-10-27,East,33,Mid
2289,2023-12-08,North,27,High
2290,2023-06-02,East,33,Low
2291,2023-05-25,South,63,Mid
2292,2023-04-28,North,35,Mid
2293,2023-03-27,South,47,Low
2294,2023-10-01,West,50,Mid
2295,2023-09-18,South,24,Mid
2296,2023-10-20,North,29,Mid
2297,2023-03-03,North,37,High
2298,2023-06-29,South,39,Low
2299,2023-03-23,West,18,Low
2300,2023-11-22,West,48,Low
2301,2023-04-08,South,32,Low
2302,2023-02-22,North,33,Mid
2303,2023-07-28,North,46,High
2304,2023-11-17,South,62,Mid
2305,2023-12-01,West,58,Mid
2306,2023-02-05,East,64,Low
2307,2023-04-29,South,37,Low
2308,2023-02-26,East,23,Mid
2309,2023-04-23,South,28,Mid
2310,2023-07-14,East,34,Low
2311,2023-04-13,East,32,High
2312,2023-01-25,East,27,Mid
2313,2023-07-06,East,25,Low
2314,2023-01-20,West,26,Mid
2315,2023-03-24,South,48,Mid
2316,2023-01-01,North,41,Low
2317,2023-02-01,North,19,Mid
2318,2023-06-09,East,44,Mid
2319,2023-11-07,East,57,Mid
2320,2023-10-10,East,38,High
2321,2023-02-06,East,32,Mid
2322,2023-01-13,South,30,Mid
2323,2023-05-04,East,35,Low
2324,2023-08-27,East,31,Low
2325,2023-09-30,South,61,Low
2326,2023-10-28,South,64,Low
2327,2023-05-05,North,34,Mid
2328,2023-03-03,South,61,Low
2329,2023-01-10,West,58,Low
2330,2023-02-23,West,21,Mid
2331,2023-01-24,East,41,Low
2332,2023-11-11,South,48,Mid
2333,2023-04-08,East,37,Mid
2334,2023-10-28,East,39,Low
2335,2023-07-21,South,41,Low
2336,2023-07-16,West,50,Mid
2337,2023-06-15,North,31,Low
2338,2023-10-27,North,46,Mid
2339,2023-01-16,North,29,Mid
2340,2023-02-03,North,59,Mid
2341,2023-06-04,West,21,Mid
2342,2023-05-24,South,21,High
2343,2023-07-19,South,19,Low
2344,2023-09-27,South,34,High
2345,2023-08-03,South,46,Mid
2346,2023-04-04,South,64,Mid
2347,2023-04-30,North,39,Low
2348,2023-10-02,East,26,Low
2349,2023-03-15,North,35,High
2350,2023-07-04,West,23,Low
2351,2023-07-16,North,40,High
2352,2023-10-01,East,52,Mid
2353,2023-09-18,West,19,Mid
2354,2023-06-19,North,54,Mid
2355,2023-04-23,North,28,Low
2356,2023-05-15,West,49,Mid
2357,2023-05-31,South,56,High
2358,2023-03-22,East,54,Low
2359,2023-08-17,North,49,High
2360,2023-03-18,South,50,High
2361,2023-08-25,East,26,Low
2362,2023-10-02,West,24,Mid
2363,2023-12-18,South,35,Low
2364,2023-02-13,West,46,Mid
2365,2023-10-05,East,47,High
2366,2023-02-01,North,54,High
2367,2023-05-04,South,32,High
2368,2023-03-06,North,58,Low
2369,2023-03-01,South,39,Mid
2370,2023-03-06,East,29,Low
2371,2023-01-17,South,52,High
2372,2023-10-28,North,23,Low
2373,2023-01-23,East,37,Low
2374,2023-05-26,East,54,Low
2375,2023-09-13,East,54,Low
2376,2023-12-28,East,30,Low
2377,2023-11-08,North,25,Low
2378,2023-02-20,East,19,High
2379,2023-12-27,South,22,Mid
2380,2023-08-27,South,56,Low
2381,2023-03-07,North,54,Mid
2382,2023-06-13,East,41,Mid
2383,2023-12-02,East,44,Mid
2384,2023-05-24,South,33,Low
2385,2023-03-09,West,27,Mid
2386,2023-11-16,West,18,Low
2387,2023-12-14,North,49,Low
2388,2023-12-23,East,19,Mid
2389,2023-12-15,South,22,Mid
2390,2023-11-15,West,55,Mid
2391,2023-06-15,North,45,Low
2392,2023-03-12,South,41,Mid
2393,2023-08-14,South,28,Mid
2394,2023-03-22,South,25,Low
2395,2023-06-22,East,39,Low
2396,2023-08-28,South,34,Low
2397,2023-12-12,North,43,Low
2398,2023-04-16,East,25,Low
2399,2023-04-02,West,28,Low
2400,2023-09-26,West,23,Mid
2401,2023-01-03,South,37,Mid
2402,2023-07-26,South,30,Mid
2403,2023-09-30,North,28,Mid
2404,2023-07-21,West,43,Low
2405,2023-05-21,East,41,High
2406,2023-10-30,East,27,Mid
2407,2023-05-16,West,50,Mid
2408,2023-09-17,North,34,Low
2409,2023-06-19,East,34,Mid
2410,2023-01-10,North,40,Mid
2411,2023-07-13,North,24,Mid
2412,2023-01-19,South,37,Mid
2413,2023-12-06,South,45,High
2414,2023-08-08,West,24,High
2415,2023-05-16,South,44,Mid
2416,2023-06-27,West,19,High
2417,2023-08-15,East,46,High
2418,2023-04-05,East,19,Low
2419,2023-04-16,West,26,Mid
2420,2023-06-02,South,34,Low
2421,2023-04-05,South,46,Low
2422,2023-10-04,North,51,Low
2423,2023-02-07,South,40,Mid
2424,2023-10-29,West,24,Low
2425,2023-05-08,South,36,Low
2426,2023-07-24,South,54,Low
2427,2023-02-27,North,22,Mid
2428,2023-05-21,South,51,High
2429,2023-10-03,East,36,High
2430,2023-04-09,South,18,Mid
2431,2023-02-18,West,50,Low
2432,2023-07-10,East,19,High
2433,2023-03-01,West,35,Low
2434,2023-04-25,South,27,High
2435,2023-06-14,East,45,Mid
2436,2023-07-25,North,20,Mid
2437,2023-08-22,South,22,Low
2438,2023-09-04,East,42,Low
2439,2023-11-05,East,64,Mid
2440,2023-01-25,North,19,Mid
2441,2023-05-13,West,39,Mid
2442,2023-01-01,North,55,Mid
2443,2023-01-04,East,31,Mid
2444,2023-03-19,West,41,Low
2445,2023-08-07,East,57,Mid
2446,2023-11-23,West,52,Low
2447,2023-10-10,East,31,Mid
2448,2023-08-24,West,53,Mid
2449,2023-10-12,East,49,Mid
2450,2023-03-04,East,41,Mid
2451,2023-11-03,North,38,Low
2452,2023-11-21,East,61,Mid
2453,2023-02-04,North,59,Mid
2454,2023-06-21,West,64,Mid
2455,2023-10-30,North,49,Mid
2456,2023-06-23,North,34,High
2457,2023-11-03,West,23,Low
2458,2023-12-08,North,23,Mid
2459,2023-06-23,South,62,Mid
2460,2023-01-22,East,35,Low
2461,2023-05-05,North,23,Mid
2462,2023-03-20,North,28,Low
2463,2023-06-23,South,18,Low
2464,2023-08-02,North,42,Low
2465,2023-06-19,North,45,Mid
2466,2023-03-13,North,35,Mid
2467,2023-04-20,South,52,Low
2468,2023-09-06,South,40,Low
2469,2023-01-10,North,63,Low
2470,2023-03-20,East,53,Low
2471,2023-11-22,East,21,Mid
2472,2023-02-06,North,30,Low
2473,2023-06-01,South,53,Low
2474,2023-03-17,West,43,Low
2475,2023-02-08,East,53,Mid
2476,2023-06-04,South,33,Mid
2477,2023-07-10,South,19,Mid
2478,2023-03-06,North,54,Mid
